,author,likes,tags,text
1628,Jalal Ad-Din Rumi,3425,"['islam', 'religion', 'spirituality']","Knock, And He'll open the doo"
1629,Jimi Hendrix,3423,['wisdom'],"Knowledge speaks, but wisdom listens"
1630,"Murakami, Haruki",3420,['love'],"Anyone who falls in love is searching for the missing pieces of themselves. So anyone who's in love gets sad when they think of their lover. It's like stepping back inside a room you have fond memories of, one you haven't seen in a long time."
1631,Julian F. Fleron,3417,['3417 likes'],The creative adult is the child who has survived.
1632,"Sarah Dessen,",3417,['romance'],"I knew, in the silence that followed, that anything could happen here. It might be too late: again, I might have missed my chance. But I would at least know I tried, that I took my heart and extended my hand, whatever the outcome"
1633,Dorothy Parker,3414,"['beauty', 'classic-insult', 'humor', 'ugly']","Beauty is only skin deep, but ugly goes clean to the bone."
1634,"Chuck Klosterman,",3413,"['art', 'love', 'profound']",Art and love are the same thing: It’s the process of seeing yourself in things that are not you.
1635,A.A. Milne,3413,"['goodbyes', 'love']","Promise me you'll never forget me because if I thought you would, I'd never leave."
1636,Irina Dunn,3410,"['feminism', 'humour', 'misattributed-gloria-steinem']",A woman without a man is like a fish without a bicycle.
1637,Albert Camus,3409,"['enduring', 'going-on', 'suicide', 'survival']",But in the end one needs more courage to live than to kill himself.
1638,"Dan Brown,",3406,"['books', 'dan-brown', 'religion', 'science']",Science and religion are not at odds. Science is simply too young to understand.
1639,Mary Oliver,3405,"['box', 'darkness', 'gift', 'love']","Someone I loved once gave me a box full of darkness. It took me years to understand that this too, was a gift."
1640,Jodi Picoult,3403,"['heartbreak', 'life']","Once you had put the pieces back together, even though you may look intact, you were never quite the same as you'd been before the fall."
1641,J.R.R. Tolkien,3402,"['gondor', 'romance']","And he took her in his arms and kissed her under the sunlit sky, and he cared not that they stood high upon the walls in the sight of many."
1642,"Charles Dickens,",3399,"['books', 'writing']",There are books of which the backs and covers are by far the best parts.
1643,"Nick Hornby,",3396,"['music', 'sad']","People worry about kids playing with guns, and teenagers watching violent videos; we are scared that some sort of culture of violence will take them over. Nobody worries about kids listening to thousands - literally thousands - of songs about broken hearts and rejection and pain and misery and loss."
1644,"Cassandra Clare,",3395,['humor'],"Your friend's poetry is terrible,"" he said"
1645,Barbara W. Tuchman,3392,['3392 likes'],"Books are the carriers of civilization...They are companions, teachers, magicians, bankers of the treasures of the mind. Books are humanity in print."
1646,"David Levithan,",3391,"['homicide', 'suicide']",I am constantly torn between killing myself and killing everyone around me.
1647,"George Orwell,",3390,"['books', 'reading']",The best books... are those that tell you what you know already.
1648,Marilyn Monroe,3388,['3388 likes'],"Keep smiling, because life is a beautiful thing and there's so much to smile about."
1649,"Dylan Thomas,",3386,['3386 likes'],Do not go gentle into that good night
1650,"Becca Fitzpatrick,",3386,"['becca-fitzpatrick', 'hush-hush', 'nora', 'patch']","Keep in mind that people change, but the past doesn't."
1651,Joseph Campbell,3386,['wisdom'],We must be willing to let go of the life we planned so as to have the life that is waiting for us.
1652,Marilyn Monroe,3384,['3384 likes'],Success makes so many people hate you. I wish it wasn't that way. It would be wonderful to enjoy success without seeing envy in the eyes of those around you.
1653,John Lennon,3384,"['beatles', 'connection', 'dreamers', 'dreaming', 'dreams']",A dream you dream alone is only a dream. A dream you dream together is reality.
1654,"Cassandra Clare,",3382,['humor'],"I'll just have them change the entry in the demonology textbook from 'almost extinct' to 'not extinct enough for Alec. He prefers his monsters really, really extinct.' Will that make you happy?"
1655,Abraham Lincoln,3378,"['attributed-no-source', 'books']",My Best Friend is a person who will give me a book I have not read.
1656,"Charles Bukowski,",3377,['love'],"I loved you like a man loves a woman he never touches, only writes to, keeps little photographs of."
1657,"S.E. Hinton,",3377,"['benediction', 'johnny-cade', 'ponyboy-curtis', 'ralph-macchio']","Stay gold, Ponyboy, stay gold."
1658,غسان كنفاني,3377,['3377 likes'],!لك شيء في هذا العالم.. فقم
1659,Margaret Mead,3373,['3373 likes'],"I was wise enough never to grow up, while fooling people into believing I had."
1660,Rita Mae Brown,3373,"['conformity', 'individuality', 'self-love', 'self-respect']",I think the reward for conformity is that everyone likes you except yourself.
1661,"José N. Harris,",3371,"['grief', 'grieving', 'hope', 'loss', 'love', 'pain', 'sadness', 'strength', 'tears']",Tears shed for another person are not a sign of weakness. They are a sign of a pure heart.
1662,Shmuley Boteach,3370,['relationships'],There is greatness in doing something you hate for the sake of someone you love.
1663,"Sarah Dessen,",3370,['inspirational'],"You should never be surprised when someone treats you with respect, you should expect it."
1664,"Ralph Waldo Emerson,",3370,['greatness'],"Is it so bad, then, to be misunderstood? Pythagoras was misunderstood, and Socrates, and Jesus, and Luther, and Copernicus, and Galileo, and Newton, and every pure and wise spirit that ever took flesh. To be great is to be misunderstood."
1665,"Veronica Roth,",3367,['love'],Then I realize what it is. It's him. Something about him makes me feel like I am about to fall. Or turn to liquid. Or burst into flames.
1666,Isabel Allende,3365,['books'],The library is inhabited by spirits that come out of the pages at night.
1667,Roald Dahl,3364,['3364 likes'],"So please, oh please, we beg, we pray, go throw your TV set away, and in its place you can install, a lovely bookshelf on the wall."
1668,George Carlin,3363,"['benediction', 'evil', 'goodwill', 'humor', 'inspirational', 'wishes']",May the forces of evil become confused on the way to your house.
1669,"e.e. cummings,",3356,['water'],For whatever we lose (like a you or a me)
1670,"Oscar Wilde,",3354,['women-mothers'],"All women become like their mothers. That is their tragedy. No man does, and that is his."
1671,Edgar Allan Poe,3352,"['beauty', 'imperfections']",There is no exquisite beauty… without some strangeness in the proportion.
1672,"Sarah Dessen,",3352,['life'],"It's all in the view. That's what I mean about forever, too. For any one of us our forever could end in an hour, or a hundred years from now. You never know for sure, so you'd better make every second count."
1673,"Roy T. Bennett,",3351,"['dreams', 'fearless', 'heart', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'mind', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.
1674,"John Steinbeck,",3350,['3350 likes'],There ain't no sin and there ain't no virtue. There's just stuff people do.
1675,John Muir,3348,"['animals', 'caring', 'earth', 'forests', 'nature', 'plants', 'trees', 'wilderness']",The clearest way into the Universe is through a forest wilderness.
1676,Bette Midler,3347,"['friendship', 'happiness', 'humor', 'inspirational', 'jealousy', 'success']",The worst part of success is trying to find someone who is happy for you.
1677,"Jeaniene Frost,",3345,"['humor', 'love']","I'm saying that I'm a moody, insecure, narrow-minded, jealous, borderline homicidal bitch, and I want you to promise me that you're okay with that, because it's who I am, and you're what I need."
1678,Margaret Lee Runbeck,3344,['friendship'],"Silence make the real conversations between friends. Not the saying, but the never needing to say that counts."
1679,Jane Austen,3342,['relaxation'],"Ah! There is nothing like staying at home, for real comfort."
1680,Friedrich Nietzsche,3338,"['agama', 'agnosticism', 'prayer', 'religion']",I cannot believe in a God who wants to be praised all the time.
1681,"Douglas Adams,",3338,"['british', 'humor', 'science-fiction', 'social-commentary', 'thumb', 'towel']",Would it save you a lot of time if I just gave up and went mad now?
1682,"C.S. Lewis,",3337,"['faith', 'god', 'jesus']","I am trying here to prevent anyone saying the really foolish thing that people often say about Him: I’m ready to accept Jesus as a great moral teacher, but I don’t accept his claim to be God. That is the one thing we must not say. A man who was merely a man and said the sort of things Jesus said would not be a great moral teacher. He would either be a lunatic — on the level with the man who says he is a poached egg — or else he would be the Devil of Hell. You must make your choice. Either this man was, and is, the Son of God, or else a madman or something worse. You can shut him up for a fool, you can spit at him and kill him as a demon or you can fall at his feet and call him Lord and God, but let us not come with any patronizing nonsense about his being a great human teacher. He has not left that open to us. He did not intend to."
